promedio_kardex,horas_estudio,asistencias,unidades_aprobadas,nivel_estres,motivacion,beca,trabaja,perfil_rendimiento,edad,horas_ocio,integrantes_familia,ingresos_familiares,actividades_extracurriculares,participacion_clase,apoyo_gubernamental,habilidades_blandas,sociabilidad,semestre,materias_cursando,carrera
96.6,3,99,10,4,9,Sí,Sí,Alto Rendimiento,23,3,1,26514,3,81,No,84.1,85.5,11,7,Ing. Mecánica
82.7,3,91,5,6,7,No,No,Rendimiento Promedio,22,5,3,49938,1,88,No,82.9,87.5,5,5,Ing. Sistemas
93.7,4,97,9,4,8,Sí,No,Alto Rendimiento,22,1,3,9512,1,85,No,83.3,81.2,7,7,Ing. Química
87.8,3,85,5,4,6,No,No,Rendimiento Promedio,21,1,3,22399,3,84,Sí,89.4,89.2,10,5,Ing. Gestión Empresarial
90.0,2,92,5,6,7,Sí,Sí,Rendimiento Promedio,21,2,3,26888,2,78,No,78.5,79.2,4,4,Ing. Mecánica
87.3,4,83,5,5,6,No,Sí,Rendimiento Promedio,25,3,4,5032,0,85,No,73.2,77.4,1,7,Ing. Gestión Empresarial
95.7,3,97,9,4,9,Sí,No,Alto Rendimiento,25,1,2,25556,2,86,Sí,92.2,87.5,6,7,Ing. Gestión Empresarial
83.9,2,92,7,5,5,No,Sí,Rendimiento Promedio,21,2,7,16930,1,83,No,87.0,92.7,8,6,Ing. Mecánica
86.5,3,90,7,6,6,No,No,Rendimiento Promedio,23,1,2,26952,1,84,No,82.5,89.4,11,6,Ing. Gestión Empresarial
90.0,4,97,9,4,10,Sí,No,Alto Rendimiento,22,2,2,22257,1,88,No,96.0,85.2,1,7,Ing. Inteligencia Artificial
83.4,3,95,6,5,7,No,Sí,Rendimiento Promedio,22,5,3,7268,2,82,Sí,83.6,83.3,7,6,Ing. Mecánica
83.7,3,86,8,7,6,No,No,Rendimiento Promedio,23,2,7,43060,2,77,No,74.2,83.1,7,4,Ing. Mecánica
85.8,2,88,5,4,8,Sí,Sí,Rendimiento Promedio,24,5,1,43997,3,89,Sí,86.3,86.4,1,7,Ing. Gestión Empresarial
86.3,2,85,7,6,6,No,Sí,Rendimiento Promedio,22,4,1,21230,2,87,No,87.2,77.2,2,7,Ing. Industrial
94.9,4,96,10,3,8,Sí,Sí,Alto Rendimiento,20,1,5,19931,0,88,Sí,87.3,80.9,10,6,Ing. Gestión Empresarial
84.8,3,90,6,6,8,Sí,Sí,Rendimiento Promedio,20,4,3,10927,1,81,No,82.1,91.4,2,6,Arquitectura
70.5,2,78,5,7,4,No,No,Bajo Rendimiento,20,3,1,48564,2,85,No,78.7,88.4,10,5,Ing. Industrial
87.0,4,80,5,4,5,No,Sí,Rendimiento Promedio,24,4,3,27145,2,86,No,84.7,85.0,11,6,Arquitectura
73.7,1,80,4,9,1,No,No,Bajo Rendimiento,18,2,4,44952,2,88,No,93.6,87.7,4,6,Arquitectura
85.1,3,88,7,5,7,No,Sí,Rendimiento Promedio,22,2,3,29574,2,87,Sí,84.8,86.0,2,6,Ing. Gestión Empresarial
87.6,2,91,6,5,5,Sí,No,Rendimiento Promedio,23,3,4,48511,2,82,No,83.2,94.0,5,6,Ing. Industrial
87.3,3,85,8,6,5,No,No,Rendimiento Promedio,22,3,5,30455,2,85,No,81.5,79.1,8,4,Arquitectura
82.3,4,86,5,4,8,No,No,Rendimiento Promedio,23,1,2,18992,2,78,No,83.5,82.2,2,6,Ing. Mecánica
74.9,1,82,4,10,2,Sí,No,Bajo Rendimiento,24,2,4,27959,0,85,No,88.5,86.0,8,5,Ing. Civil
94.5,3,96,9,3,8,Sí,Sí,Alto Rendimiento,19,3,7,13972,2,93,Sí,85.3,89.7,4,6,Ing. Civil
86.4,3,90,6,4,6,No,Sí,Rendimiento Promedio,19,4,5,30761,3,75,No,85.8,91.4,7,7,Ing. Gestión Empresarial
94.6,4,99,9,1,10,No,Sí,Alto Rendimiento,18,2,2,9918,0,83,Sí,90.2,92.7,11,7,Ing. Civil
81.8,3,91,6,6,6,Sí,Sí,Rendimiento Promedio,19,3,2,15955,0,83,Sí,83.6,81.2,6,5,Ing. Gestión Empresarial
86.5,3,83,5,6,7,No,Sí,Rendimiento Promedio,20,1,4,30445,3,85,No,83.9,79.4,4,5,Ing. Sistemas
87.6,3,93,7,4,7,No,No,Rendimiento Promedio,18,5,5,18068,1,83,Sí,80.3,84.1,6,6,Arquitectura
84.1,4,92,5,6,8,Sí,Sí,Rendimiento Promedio,18,2,2,19707,1,78,No,93.0,90.9,12,7,Ing. Industrial
80.0,2,70,1,8,2,Sí,Sí,Bajo Rendimiento,18,2,3,46816,0,86,No,92.6,84.8,12,7,Ing. Industrial
99.2,3,98,10,3,10,Sí,Sí,Alto Rendimiento,21,2,3,25391,0,88,No,85.6,83.6,3,6,Ing. Sistemas
83.4,4,89,5,4,5,Sí,Sí,Rendimiento Promedio,24,2,4,10563,2,91,Sí,81.4,87.6,10,5,Ing. Mecánica
83.5,2,85,5,7,7,No,Sí,Rendimiento Promedio,19,5,1,15734,0,87,No,85.9,83.1,12,7,Ing. Gestión Empresarial
86.5,3,81,7,4,6,No,Sí,Rendimiento Promedio,25,5,3,19372,2,89,Sí,85.0,86.1,4,6,Ing. Mecánica
83.7,4,90,7,4,7,No,No,Rendimiento Promedio,22,1,2,15772,2,80,No,87.0,85.0,4,6,Arquitectura
97.8,3,100,8,4,10,Sí,Sí,Alto Rendimiento,25,2,3,43732,1,81,No,84.3,85.3,12,6,Ing. Gestión Empresarial
86.4,2,84,6,6,8,No,Sí,Rendimiento Promedio,21,3,6,30176,0,75,No,89.8,82.5,9,4,Ing. Inteligencia Artificial
85.3,2,94,7,7,6,No,Sí,Rendimiento Promedio,23,4,4,30807,2,89,Sí,82.9,84.7,1,7,Arquitectura
87.9,2,83,8,6,7,No,Sí,Rendimiento Promedio,20,2,5,38900,0,84,No,88.4,84.3,8,6,Ing. Industrial
87.4,3,85,7,4,5,No,Sí,Rendimiento Promedio,21,5,4,24193,2,86,No,89.9,81.2,9,5,Ing. Industrial
86.6,3,83,8,7,7,Sí,Sí,Rendimiento Promedio,20,1,4,8771,1,89,No,88.7,80.3,8,7,Ing. Civil
93.3,3,100,8,4,9,No,Sí,Alto Rendimiento,24,2,5,23645,2,89,No,90.6,77.8,5,7,Ing. Civil
93.1,5,98,8,3,8,No,Sí,Alto Rendimiento,22,1,6,22067,1,82,Sí,85.0,89.2,8,4,Ing. Electrónica
74.6,2,70,2,8,2,Sí,No,Bajo Rendimiento,22,3,2,42515,3,81,Sí,79.3,90.7,5,7,Arquitectura
80.8,2,88,6,5,8,Sí,Sí,Rendimiento Promedio,19,3,4,32370,1,82,No,90.7,88.1,7,7,Ing. Gestión Empresarial
87.0,2,89,8,6,8,No,Sí,Rendimiento Promedio,23,3,3,26823,1,79,Sí,84.0,87.1,4,6,Ing. Industrial
74.6,1,72,3,9,4,No,No,Bajo Rendimiento,21,3,2,15713,1,85,No,87.8,98.8,10,6,Arquitectura
84.0,4,89,8,7,6,No,No,Rendimiento Promedio,22,4,3,29219,3,90,No,89.6,82.8,6,7,Ing. Inteligencia Artificial
81.9,4,92,5,5,5,No,Sí,Rendimiento Promedio,24,1,1,36830,1,75,No,90.5,84.6,6,5,Arquitectura
96.5,4,95,8,2,10,Sí,Sí,Alto Rendimiento,20,2,2,11758,0,83,No,84.0,85.1,6,5,Ing. Química
94.4,4,96,9,1,8,Sí,No,Alto Rendimiento,25,4,4,20965,0,78,No,79.7,85.2,1,7,Ing. Inteligencia Artificial
82.7,3,95,8,6,5,No,No,Rendimiento Promedio,22,2,5,26347,3,80,No,78.6,75.6,11,7,Ing. Química
80.1,4,82,5,6,6,Sí,Sí,Rendimiento Promedio,19,5,5,9005,3,82,Sí,86.5,89.7,12,6,Arquitectura
85.8,2,84,6,5,7,No,Sí,Rendimiento Promedio,25,4,1,17685,3,91,No,85.5,82.7,3,5,Ing. Gestión Empresarial
97.9,3,99,8,1,9,Sí,Sí,Alto Rendimiento,20,4,3,14977,2,93,No,80.4,82.4,1,7,Ing. Gestión Empresarial
75.4,2,78,3,9,4,No,No,Bajo Rendimiento,18,5,6,44582,1,88,No,87.1,86.8,9,6,Ing. Electrónica
97.7,4,96,8,1,9,No,Sí,Alto Rendimiento,23,4,1,41939,1,85,No,82.5,83.4,3,6,Arquitectura
90.0,4,92,8,5,6,No,No,Rendimiento Promedio,19,1,5,37622,3,85,No,90.2,83.9,8,7,Ing. Gestión Empresarial
75.1,2,76,2,10,4,No,No,Bajo Rendimiento,24,3,7,47442,3,88,No,89.6,80.0,11,7,Ing. Mecánica
84.6,3,89,8,6,7,No,Sí,Rendimiento Promedio,24,2,3,9483,0,88,Sí,85.7,78.9,5,6,Ing. Sistemas
98.4,3,97,9,3,10,No,No,Alto Rendimiento,24,5,4,29426,0,88,Sí,81.6,88.3,12,6,Ing. Mecánica
91.7,3,96,10,3,8,No,Sí,Alto Rendimiento,24,3,4,13536,1,90,No,86.2,86.7,7,7,Arquitectura
93.3,3,100,8,4,9,Sí,No,Alto Rendimiento,19,4,1,10483,0,81,No,96.8,93.4,11,6,Ing. Mecánica
86.8,2,92,8,5,5,No,Sí,Rendimiento Promedio,18,1,3,10395,0,84,Sí,79.6,77.1,2,5,Ing. Mecánica
87.7,3,85,8,6,7,No,Sí,Rendimiento Promedio,23,4,1,36767,1,88,Sí,89.1,84.4,4,6,Ing. Industrial
74.0,2,77,3,8,1,No,Sí,Bajo Rendimiento,24,5,3,16089,3,82,No,86.4,83.4,4,5,Ing. Industrial
73.0,2,83,1,10,1,No,No,Bajo Rendimiento,22,4,4,45229,3,96,No,84.2,82.8,11,5,Ing. Industrial
80.6,4,87,7,5,6,No,No,Rendimiento Promedio,19,1,3,11472,1,88,No,80.3,87.7,2,7,Ing. Química
80.5,2,88,7,7,7,No,Sí,Rendimiento Promedio,18,4,4,44920,3,82,No,93.1,85.0,10,5,Ing. Mecánica
84.5,2,94,7,5,5,No,Sí,Rendimiento Promedio,23,4,2,24500,3,93,No,90.8,89.1,9,6,Ing. Mecánica
88.4,2,90,6,6,5,No,No,Rendimiento Promedio,18,4,1,49364,1,88,No,89.0,79.3,2,6,Ing. Gestión Empresarial
97.6,4,96,8,4,8,Sí,No,Alto Rendimiento,23,4,5,20764,2,81,No,86.0,83.3,1,7,Ing. Mecánica
74.9,1,76,5,8,3,No,No,Bajo Rendimiento,19,1,1,29392,3,86,No,75.4,79.0,5,6,Ing. Gestión Empresarial
81.7,2,84,8,6,6,No,Sí,Rendimiento Promedio,21,2,7,6729,1,80,No,86.2,80.6,8,7,Ing. Mecánica
82.9,2,91,5,7,5,No,Sí,Rendimiento Promedio,24,3,2,41276,2,87,Sí,80.4,78.6,8,6,Ing. Mecánica
95.0,4,99,10,1,8,Sí,No,Alto Rendimiento,25,5,3,39671,0,79,Sí,90.5,89.1,5,6,Ing. Gestión Empresarial
70.0,1,76,2,8,1,No,No,Bajo Rendimiento,19,2,2,41288,3,85,Sí,89.3,83.2,1,7,Ing. Gestión Empresarial
88.9,3,80,8,5,5,Sí,Sí,Rendimiento Promedio,24,1,4,31071,1,84,No,89.2,85.8,7,6,Ing. Química
86.9,2,90,8,6,5,No,No,Rendimiento Promedio,23,5,5,24489,0,87,Sí,94.8,74.5,7,7,Arquitectura
83.3,2,93,6,5,5,No,Sí,Rendimiento Promedio,21,5,5,10257,0,88,Sí,77.2,88.2,10,6,Ing. Gestión Empresarial
82.3,3,81,8,4,6,No,Sí,Rendimiento Promedio,22,4,3,46836,2,87,No,74.9,84.7,11,5,Ing. Industrial
87.2,4,90,6,5,5,No,Sí,Rendimiento Promedio,18,3,2,21768,1,85,No,89.5,85.7,7,7,Arquitectura
97.8,3,95,8,1,8,No,Sí,Alto Rendimiento,20,3,5,35882,2,79,Sí,77.7,90.8,6,7,Ing. Bioquímica
97.3,3,97,9,4,8,No,No,Alto Rendimiento,25,1,1,19696,0,86,Sí,85.1,86.4,12,6,Ing. Sistemas
95.0,4,98,9,2,10,Sí,No,Alto Rendimiento,25,2,4,12670,3,83,Sí,83.4,77.1,2,6,Ing. Electrónica
86.0,2,80,5,5,5,No,No,Rendimiento Promedio,19,4,1,10686,2,92,No,85.4,87.5,8,6,Ing. Industrial
85.9,3,88,7,6,5,No,Sí,Rendimiento Promedio,20,3,2,18956,1,88,No,84.1,89.6,1,7,Ing. Industrial
87.3,3,85,7,7,7,No,No,Rendimiento Promedio,22,4,3,32222,1,76,No,86.5,76.8,11,6,Ing. Gestión Empresarial
84.7,4,85,5,7,5,No,Sí,Rendimiento Promedio,25,2,6,33129,0,86,No,76.3,85.3,1,7,Ing. Química
87.1,2,89,8,4,7,No,Sí,Rendimiento Promedio,19,5,2,46038,1,97,No,91.8,78.0,7,6,Arquitectura
92.6,3,99,9,2,10,Sí,Sí,Alto Rendimiento,20,2,1,5786,2,80,No,84.8,89.7,1,7,Ing. Química
94.3,4,98,9,2,8,Sí,Sí,Alto Rendimiento,25,5,6,8370,2,87,Sí,85.7,85.9,4,5,Ing. Industrial
89.9,4,88,5,5,7,No,Sí,Rendimiento Promedio,25,2,3,8622,3,82,No,79.8,84.3,11,7,Ing. Civil
79.3,2,70,2,10,2,No,No,Bajo Rendimiento,22,4,1,42274,0,93,No,86.1,83.3,10,6,Ing. Gestión Empresarial
80.0,4,95,6,6,5,No,Sí,Rendimiento Promedio,21,2,3,25885,0,81,Sí,87.9,80.9,6,6,Ing. Industrial
80.0,4,82,7,4,7,Sí,Sí,Rendimiento Promedio,22,3,5,26296,2,84,No,84.1,82.2,5,6,Ing. Sistemas
86.3,3,90,5,6,6,No,Sí,Rendimiento Promedio,25,3,1,43201,0,88,No,84.5,82.6,9,6,Ing. Civil
90.0,2,87,6,6,7,No,No,Rendimiento Promedio,19,1,1,12785,2,78,Sí,80.0,87.0,12,7,Ing. Gestión Empresarial
77.5,2,82,1,8,2,No,No,Bajo Rendimiento,23,3,3,10902,2,84,No,72.8,85.0,8,7,Ing. Química
86.1,3,85,5,6,8,No,Sí,Rendimiento Promedio,23,3,2,45223,3,87,No,84.7,83.8,11,6,Ing. Mecánica
84.9,3,84,8,6,8,Sí,No,Rendimiento Promedio,24,5,5,24806,2,73,Sí,79.5,73.1,12,6,Ing. Civil
88.0,4,87,7,4,8,No,Sí,Rendimiento Promedio,24,4,5,35195,2,89,No,83.6,92.1,12,6,Ing. Química
81.2,4,86,7,5,8,No,No,Rendimiento Promedio,23,4,2,21439,3,79,No,95.1,90.0,3,4,Arquitectura
95.2,3,98,9,1,10,Sí,No,Alto Rendimiento,19,5,1,16366,0,79,Sí,86.3,80.9,3,6,Arquitectura
88.5,4,89,6,7,8,No,Sí,Rendimiento Promedio,19,3,2,27480,2,91,No,80.5,84.5,6,6,Ing. Sistemas
82.1,3,83,7,6,5,Sí,Sí,Rendimiento Promedio,22,2,5,42939,1,82,No,80.3,85.9,3,5,Ing. Electrónica
84.4,3,88,5,4,7,No,No,Rendimiento Promedio,19,5,4,18300,3,76,No,89.6,91.1,12,7,Ing. Mecánica
82.3,4,80,5,7,7,No,Sí,Rendimiento Promedio,24,4,3,24404,0,86,No,79.7,91.1,1,5,Ing. Gestión Empresarial
89.5,4,95,7,5,7,No,Sí,Rendimiento Promedio,22,1,6,40535,3,90,Sí,74.9,84.4,6,5,Ing. Mecánica
87.7,2,91,5,7,8,No,Sí,Rendimiento Promedio,23,4,5,46243,2,80,No,85.9,78.3,12,7,Ing. Mecánica
83.6,3,86,5,7,7,No,No,Rendimiento Promedio,24,2,3,18281,0,86,No,96.0,87.3,1,6,Ing. Mecánica
81.6,3,93,8,6,6,No,Sí,Rendimiento Promedio,18,4,5,34791,1,85,No,85.3,93.8,2,6,Ing. Inteligencia Artificial
88.6,2,86,7,4,5,No,Sí,Rendimiento Promedio,18,5,1,27263,3,79,No,84.8,81.4,9,7,Ing. Civil
85.9,4,86,5,4,6,No,Sí,Rendimiento Promedio,24,1,2,6431,1,80,No,78.4,85.1,2,6,Ing. Sistemas
80.0,3,90,5,7,7,No,Sí,Rendimiento Promedio,24,4,5,15941,3,88,No,77.3,85.5,2,7,Ing. Gestión Empresarial
80.0,2,78,3,9,4,Sí,No,Bajo Rendimiento,18,5,1,8755,2,89,No,85.8,81.8,12,4,Ing. Inteligencia Artificial
90.0,4,95,6,5,8,Sí,Sí,Rendimiento Promedio,20,5,1,46265,3,85,No,92.1,76.2,5,5,Ing. Civil
88.0,4,91,8,5,5,No,Sí,Rendimiento Promedio,18,5,3,44892,1,70,No,85.9,79.0,4,7,Ing. Gestión Empresarial
70.0,2,78,3,9,1,No,No,Bajo Rendimiento,18,1,7,5640,3,94,Sí,84.4,87.4,4,6,Arquitectura
88.0,4,90,8,7,5,No,No,Rendimiento Promedio,22,5,3,33108,2,93,Sí,87.1,84.8,10,6,Ing. Química
99.0,5,100,10,2,10,Sí,No,Alto Rendimiento,22,1,3,43635,2,88,Sí,91.3,84.7,3,6,Ing. Gestión Empresarial
94.9,5,95,8,2,9,No,No,Alto Rendimiento,23,2,4,42065,3,79,No,95.2,79.6,4,6,Ing. Inteligencia Artificial
73.4,1,71,3,9,3,No,No,Bajo Rendimiento,24,2,4,26996,0,78,No,85.7,85.5,7,5,Ing. Mecánica
93.6,4,98,9,4,10,Sí,Sí,Alto Rendimiento,19,2,1,46705,2,84,Sí,92.0,86.3,12,5,Ing. Mecánica
88.9,3,87,6,5,8,No,Sí,Rendimiento Promedio,19,5,3,37100,3,81,No,80.0,82.3,3,7,Arquitectura
83.4,3,90,8,6,7,No,Sí,Rendimiento Promedio,19,1,4,38320,2,90,No,84.5,85.3,11,7,Ing. Mecánica
88.4,4,86,8,5,6,No,Sí,Rendimiento Promedio,23,2,5,27334,2,90,No,82.7,83.2,6,7,Ing. Gestión Empresarial
85.7,2,81,8,5,7,No,Sí,Rendimiento Promedio,22,3,2,38709,2,77,Sí,92.5,85.7,12,6,Ing. Industrial
85.4,3,95,5,4,8,No,No,Rendimiento Promedio,22,2,1,5276,2,90,No,92.2,91.5,3,6,Ing. Mecánica
74.7,2,83,1,7,4,No,No,Bajo Rendimiento,18,5,3,37704,2,83,No,85.9,81.2,6,6,Ing. Bioquímica
89.6,2,88,8,6,8,No,Sí,Rendimiento Promedio,21,3,3,19554,2,81,No,83.3,95.8,10,5,Ing. Civil
80.0,2,72,4,9,1,No,Sí,Bajo Rendimiento,22,4,2,29946,0,84,No,86.0,100.0,1,7,Ing. Química
95.6,3,95,10,2,10,No,Sí,Alto Rendimiento,23,3,4,15291,0,78,No,83.3,88.3,3,6,Ing. Industrial
80.0,2,88,7,6,6,No,No,Rendimiento Promedio,25,4,2,25945,2,91,No,92.8,90.3,4,6,Ing. Química
87.7,3,84,7,6,6,No,Sí,Rendimiento Promedio,25,3,1,18091,0,84,No,88.8,82.7,11,6,Ing. Mecánica
86.8,4,91,8,4,8,No,No,Rendimiento Promedio,21,1,4,30186,2,90,No,81.9,85.0,4,7,Ing. Gestión Empresarial
86.5,3,80,5,4,8,No,No,Rendimiento Promedio,22,3,4,37835,2,90,No,78.4,86.1,4,6,Ing. Industrial
88.1,3,94,7,6,6,No,No,Rendimiento Promedio,23,2,2,24704,3,82,Sí,79.5,89.0,1,7,Ing. Química
70.0,2,80,5,8,2,No,No,Bajo Rendimiento,22,4,3,6793,1,85,No,89.3,84.9,2,6,Ing. Industrial
82.9,2,95,8,6,5,Sí,Sí,Rendimiento Promedio,20,4,3,21721,0,81,No,93.8,91.0,1,7,Ing. Gestión Empresarial
91.8,3,98,9,4,9,No,Sí,Alto Rendimiento,21,2,3,31049,1,91,No,84.6,92.0,4,4,Ing. Bioquímica
87.8,2,80,5,5,5,No,Sí,Rendimiento Promedio,24,1,3,44736,2,82,Sí,78.8,84.9,9,6,Ing. Sistemas
80.1,3,86,8,4,7,Sí,Sí,Rendimiento Promedio,25,3,1,26318,3,88,No,90.8,81.4,8,4,Ing. Gestión Empresarial
72.1,2,83,5,9,3,No,No,Bajo Rendimiento,25,1,6,38533,2,89,No,79.9,91.1,1,5,Ing. Electrónica
80.0,2,81,5,7,6,No,Sí,Rendimiento Promedio,24,2,4,37094,2,93,No,83.1,86.9,8,5,Ing. Civil
86.0,4,80,6,6,8,No,No,Rendimiento Promedio,20,3,2,13808,3,90,No,83.6,85.4,2,5,Ing. Gestión Empresarial
84.6,3,90,7,6,6,No,Sí,Rendimiento Promedio,18,2,3,28777,3,83,No,79.8,81.0,11,5,Ing. Gestión Empresarial
75.5,2,74,2,8,4,No,No,Bajo Rendimiento,20,4,1,15502,0,92,Sí,88.2,85.7,5,7,Ing. Mecánica
78.0,2,82,3,9,2,Sí,No,Bajo Rendimiento,20,4,1,23557,3,90,No,84.9,84.1,9,5,Ing. Gestión Empresarial
83.7,4,89,8,4,5,No,No,Rendimiento Promedio,23,4,3,48100,0,77,No,78.1,76.8,9,4,Ing. Industrial
80.0,3,92,7,7,7,No,No,Rendimiento Promedio,24,5,1,16384,0,90,No,85.1,87.7,1,6,Arquitectura
74.7,2,74,2,9,4,No,No,Bajo Rendimiento,18,5,2,48911,0,87,No,82.6,88.7,9,6,Ing. Gestión Empresarial
84.1,3,91,6,4,7,No,No,Rendimiento Promedio,21,4,5,33162,1,84,No,79.9,84.5,11,7,Ing. Mecánica
81.1,4,87,8,4,6,No,Sí,Rendimiento Promedio,25,5,5,7719,1,84,No,88.0,85.9,6,6,Ing. Bioquímica
91.4,3,96,8,2,9,No,No,Alto Rendimiento,19,5,3,23130,0,84,No,85.0,92.5,12,4,Ing. Civil
78.3,1,73,5,10,4,No,No,Bajo Rendimiento,22,2,5,44235,0,83,Sí,83.4,86.3,1,6,Ing. Gestión Empresarial
86.6,2,83,6,4,7,No,Sí,Rendimiento Promedio,25,3,3,19097,1,87,No,77.9,87.1,7,6,Ing. Sistemas
95.2,4,95,8,1,8,Sí,No,Alto Rendimiento,23,4,7,38972,0,90,No,86.1,85.9,3,5,Ing. Civil
70.0,1,73,4,9,4,No,No,Bajo Rendimiento,21,5,2,21971,2,79,Sí,85.0,92.1,5,5,Ing. Electrónica
87.5,3,81,7,7,6,No,Sí,Rendimiento Promedio,18,2,1,38674,2,75,No,74.4,90.0,4,6,Ing. Sistemas
92.4,3,97,9,3,8,Sí,No,Alto Rendimiento,20,2,1,49703,3,85,Sí,94.9,91.9,12,6,Ing. Civil
80.0,2,70,3,7,2,No,Sí,Bajo Rendimiento,19,3,4,25997,0,90,No,91.3,87.9,3,5,Ing. Industrial
73.6,1,70,2,8,2,No,No,Bajo Rendimiento,20,2,2,23085,0,88,No,84.5,89.5,3,7,Ing. Bioquímica
80.0,1,81,1,8,1,No,No,Bajo Rendimiento,22,1,7,49021,2,82,Sí,89.9,80.7,4,7,Ing. Bioquímica
96.8,3,97,8,3,9,Sí,Sí,Alto Rendimiento,18,1,2,17873,0,83,Sí,83.1,85.0,3,6,Ing. Industrial
76.6,1,70,2,10,4,No,No,Bajo Rendimiento,25,4,2,18525,2,75,Sí,83.3,88.0,6,7,Ing. Mecánica
70.2,2,82,1,10,1,Sí,No,Bajo Rendimiento,25,3,2,30825,2,91,No,88.1,91.9,2,6,Ing. Química
95.3,4,99,8,1,9,Sí,No,Alto Rendimiento,19,1,4,47098,0,82,No,83.1,90.7,12,5,Ing. Mecánica
82.2,2,93,7,4,7,No,Sí,Rendimiento Promedio,21,3,1,17543,0,85,Sí,86.9,83.9,1,6,Ing. Mecánica
86.4,2,87,5,6,7,No,No,Rendimiento Promedio,21,4,2,14813,2,83,No,78.5,83.7,9,5,Ing. Química
84.8,2,89,6,7,7,No,Sí,Rendimiento Promedio,18,2,1,17693,0,80,No,78.1,83.3,7,5,Ing. Electrónica
80.0,4,89,8,5,8,Sí,Sí,Rendimiento Promedio,18,2,5,24973,0,82,No,84.9,78.0,1,6,Ing. Sistemas
77.5,2,70,2,10,3,No,No,Bajo Rendimiento,23,2,3,11622,1,82,No,78.3,86.8,8,7,Ing. Civil
86.1,4,83,8,5,8,Sí,No,Rendimiento Promedio,20,1,3,20998,1,81,No,88.0,83.9,1,6,Ing. Química
88.2,4,90,8,4,6,No,Sí,Rendimiento Promedio,19,3,4,40594,2,88,No,87.9,83.5,1,7,Ing. Gestión Empresarial
82.9,2,90,5,6,8,Sí,No,Rendimiento Promedio,22,1,1,31961,2,88,Sí,75.3,91.8,6,7,Ing. Gestión Empresarial
86.8,2,89,7,5,7,No,Sí,Rendimiento Promedio,18,5,2,27391,3,83,No,83.2,83.8,10,5,Arquitectura
85.5,4,90,5,6,7,Sí,Sí,Rendimiento Promedio,19,3,3,46218,3,85,No,89.0,82.2,9,5,Ing. Mecánica
74.9,2,79,5,7,3,No,No,Bajo Rendimiento,23,4,4,26232,2,92,Sí,80.2,90.1,11,7,Ing. Mecánica
78.7,2,70,2,8,1,No,No,Bajo Rendimiento,24,1,2,41466,1,77,No,85.5,92.6,11,6,Ing. Sistemas
81.8,2,86,5,4,7,No,Sí,Rendimiento Promedio,18,2,3,20139,2,92,No,80.8,85.0,3,6,Ing. Civil
85.8,2,87,6,4,7,Sí,Sí,Rendimiento Promedio,25,2,2,14936,2,93,No,80.0,83.5,2,6,Ing. Gestión Empresarial
83.7,4,93,7,6,8,No,Sí,Rendimiento Promedio,18,2,4,18917,1,88,No,85.5,84.7,10,4,Ing. Civil
86.3,2,89,5,4,8,No,Sí,Rendimiento Promedio,21,1,1,9637,3,87,No,76.8,89.7,11,4,Ing. Civil
96.0,3,95,9,1,8,Sí,No,Alto Rendimiento,25,1,3,36293,2,87,No,84.1,84.0,11,7,Ing. Sistemas
88.8,4,84,6,4,8,No,Sí,Rendimiento Promedio,25,2,4,32378,3,77,No,87.7,86.8,1,5,Ing. Inteligencia Artificial
87.9,3,89,7,7,7,Sí,Sí,Rendimiento Promedio,24,2,6,34802,0,87,No,79.4,81.1,6,6,Ing. Civil
94.5,3,100,8,4,8,Sí,Sí,Alto Rendimiento,19,2,2,31161,1,90,No,80.5,100.0,5,4,Ing. Gestión Empresarial
89.5,3,87,6,7,6,No,Sí,Rendimiento Promedio,21,5,2,13414,2,78,Sí,88.8,83.6,10,6,Ing. Química
70.0,1,80,2,8,1,No,No,Bajo Rendimiento,23,1,1,10239,2,79,No,75.4,87.4,7,6,Ing. Civil
85.1,3,86,7,4,5,Sí,Sí,Rendimiento Promedio,21,2,3,18167,3,92,Sí,90.5,87.8,5,4,Ing. Mecánica
88.1,4,91,7,4,6,No,Sí,Rendimiento Promedio,24,4,4,12167,0,83,Sí,77.0,89.3,6,6,Ing. Química
83.9,3,81,6,6,5,No,No,Rendimiento Promedio,25,2,4,45816,1,89,No,86.3,80.8,2,6,Ing. Bioquímica
88.1,4,86,7,4,7,No,No,Rendimiento Promedio,23,1,6,41261,0,80,No,84.4,86.8,1,6,Ing. Civil
73.9,1,74,1,8,2,Sí,No,Bajo Rendimiento,24,4,4,41242,0,88,No,83.4,86.9,6,5,Ing. Mecánica
87.8,4,88,5,4,6,No,No,Rendimiento Promedio,19,1,3,17125,2,88,Sí,87.5,80.2,2,6,Ing. Sistemas
82.2,2,92,7,6,6,No,Sí,Rendimiento Promedio,23,1,2,9595,3,74,No,81.4,84.5,3,6,Arquitectura
100.0,3,97,8,4,9,No,No,Alto Rendimiento,23,1,3,44502,3,88,No,83.5,78.0,12,7,Ing. Gestión Empresarial
82.1,2,91,8,4,6,No,Sí,Rendimiento Promedio,21,3,5,9055,2,82,Sí,85.8,80.8,1,6,Ing. Sistemas
85.5,3,83,6,5,8,No,No,Rendimiento Promedio,24,4,3,34928,2,86,No,81.0,78.7,8,6,Ing. Gestión Empresarial
90.0,2,83,7,6,7,No,Sí,Rendimiento Promedio,20,5,3,8668,0,83,No,84.0,85.2,7,6,Arquitectura
